#phi	 theta	 comment
1.5708	 0.0628	 backward-outbox
1.5708	 0.1257	 backward-outbox
1.5708	 0.1885	 backward-outbox
1.5708	 0.2513	 backward-outbox
1.5708	 0.3142	 backward-outbox
1.5708	 0.3770	 backward-outbox
1.5708	 0.4398	 backward-outbox
1.5708	 0.5027	 backward-outbox
1.5708	 0.5655	 backward-outbox
1.5708	 2.1991	 forward-outbox
1.5708	 2.2619	 forward-outbox
1.5708	 2.3248	 forward-outbox
1.5708	 2.3876	 forward-outbox
1.5708	 2.4504	 forward-outbox
1.5708	 2.5133	 forward-outbox
1.5708	 2.5761	 forward-outbox
1.5708	 2.6389	 forward-outbox
1.5708	 2.7018	 forward-outbox
1.5708	 2.7646	 forward-outbox
1.5708	 2.8274	 forward-outbox
1.5708	 2.8903	 forward-outbox
1.5708	 2.9531	 forward-outbox
1.5708	 3.0159	 forward-outbox
1.5708	 3.0788	 forward-outbox
1.6336	 0.0000	 backward-outbox
1.6336	 0.0628	 backward-outbox
1.6336	 0.1257	 backward-outbox
1.6336	 0.1885	 backward-outbox
1.6336	 0.2513	 backward-outbox
1.6336	 0.3142	 backward-outbox
1.6336	 0.3770	 backward-outbox
1.6336	 0.4398	 backward-outbox
1.6336	 0.5027	 backward-outbox
1.6336	 0.5655	 backward-outbox
1.6336	 2.1991	 forward-outbox
1.6336	 2.2619	 forward-outbox
1.6336	 2.3248	 forward-outbox
1.6336	 2.3876	 forward-outbox
1.6336	 2.4504	 forward-outbox
1.6336	 2.5133	 forward-outbox
1.6336	 2.5761	 forward-outbox
1.6336	 2.6389	 forward-outbox
1.6336	 2.7018	 forward-outbox
1.6336	 2.7646	 forward-outbox
1.6336	 2.8274	 forward-outbox
1.6336	 2.8903	 forward-outbox
1.6336	 2.9531	 forward-outbox
1.6336	 3.0159	 forward-outbox
1.6336	 3.0788	 forward-outbox
1.6965	 0.0000	 backward-outbox
1.6965	 0.0628	 backward-outbox
1.6965	 0.1257	 backward-outbox
1.6965	 0.1885	 backward-outbox
1.6965	 0.2513	 backward-outbox
1.6965	 0.3142	 backward-outbox
1.6965	 0.3770	 backward-outbox
1.6965	 0.4398	 backward-outbox
1.6965	 0.5027	 backward-outbox
1.6965	 0.5655	 backward-outbox
1.6965	 2.1991	 forward-outbox
1.6965	 2.2619	 forward-outbox
1.6965	 2.3248	 forward-outbox
1.6965	 2.3876	 forward-outbox
1.6965	 2.4504	 forward-outbox
1.6965	 2.5133	 forward-outbox
1.6965	 2.5761	 forward-outbox
1.6965	 2.6389	 forward-outbox
1.6965	 2.7018	 forward-outbox
1.6965	 2.7646	 forward-outbox
1.6965	 2.8274	 forward-outbox
1.6965	 2.8903	 forward-outbox
1.6965	 2.9531	 forward-outbox
1.6965	 3.0159	 forward-outbox
1.6965	 3.0788	 forward-outbox
1.7593	 0.0000	 backward-outbox
1.7593	 0.0628	 backward-outbox
1.7593	 0.1257	 backward-outbox
1.7593	 0.1885	 backward-outbox
1.7593	 0.2513	 backward-outbox
1.7593	 0.3142	 backward-outbox
1.7593	 0.3770	 backward-outbox
1.7593	 0.4398	 backward-outbox
1.7593	 0.5027	 backward-outbox
1.7593	 0.5655	 backward-outbox
1.7593	 2.1991	 forward-outbox
1.7593	 2.2619	 forward-outbox
1.7593	 2.3248	 forward-outbox
1.7593	 2.3876	 forward-outbox
1.7593	 2.4504	 forward-outbox
1.7593	 2.5133	 forward-outbox
1.7593	 2.5761	 forward-outbox
1.7593	 2.6389	 forward-outbox
1.7593	 2.7018	 forward-outbox
1.7593	 2.7646	 forward-outbox
1.7593	 2.8274	 forward-outbox
1.7593	 2.8903	 forward-outbox
1.7593	 2.9531	 forward-outbox
1.7593	 3.0159	 forward-outbox
1.7593	 3.0788	 forward-outbox
1.8221	 0.0000	 backward-outbox
1.8221	 0.0628	 backward-outbox
1.8221	 0.1257	 backward-outbox
1.8221	 0.1885	 backward-outbox
1.8221	 0.2513	 backward-outbox
1.8221	 0.3142	 backward-outbox
1.8221	 0.3770	 backward-outbox
1.8221	 0.4398	 backward-outbox
1.8221	 0.5027	 backward-outbox
1.8221	 0.5655	 backward-outbox
1.8221	 2.1991	 forward-outbox
1.8221	 2.2619	 forward-outbox
1.8221	 2.3248	 forward-outbox
1.8221	 2.3876	 forward-outbox
1.8221	 2.4504	 forward-outbox
1.8221	 2.5133	 forward-outbox
1.8221	 2.5761	 forward-outbox
1.8221	 2.6389	 forward-outbox
1.8221	 2.7018	 forward-outbox
1.8221	 2.7646	 forward-outbox
1.8221	 2.8274	 forward-outbox
1.8221	 2.8903	 forward-outbox
1.8221	 2.9531	 forward-outbox
1.8221	 3.0159	 forward-outbox
1.8221	 3.0788	 forward-outbox
1.8850	 0.0000	 backward-outbox
1.8850	 0.0628	 backward-outbox
1.8850	 0.1257	 backward-outbox
1.8850	 0.1885	 backward-outbox
1.8850	 0.2513	 backward-outbox
1.8850	 0.3142	 backward-outbox
1.8850	 0.3770	 backward-outbox
1.8850	 0.4398	 backward-outbox
1.8850	 0.5027	 backward-outbox
1.8850	 0.5655	 backward-outbox
1.8850	 2.1991	 forward-outbox
1.8850	 2.2619	 forward-outbox
1.8850	 2.3248	 forward-outbox
1.8850	 2.3876	 forward-outbox
1.8850	 2.4504	 forward-outbox
1.8850	 2.5133	 forward-outbox
1.8850	 2.5761	 forward-outbox
1.8850	 2.6389	 forward-outbox
1.8850	 2.7018	 forward-outbox
1.8850	 2.7646	 forward-outbox
1.8850	 2.8274	 forward-outbox
1.8850	 2.8903	 forward-outbox
1.8850	 2.9531	 forward-outbox
1.8850	 3.0159	 forward-outbox
1.8850	 3.0788	 forward-outbox
1.9478	 0.0000	 backward-outbox
1.9478	 0.0628	 backward-outbox
1.9478	 0.1257	 backward-outbox
1.9478	 0.1885	 backward-outbox
1.9478	 0.2513	 backward-outbox
1.9478	 0.3142	 backward-outbox
1.9478	 0.3770	 backward-outbox
1.9478	 0.4398	 backward-outbox
1.9478	 0.5027	 backward-outbox
1.9478	 2.1991	 forward-outbox
1.9478	 2.2619	 forward-outbox
1.9478	 2.3248	 forward-outbox
1.9478	 2.3876	 forward-outbox
1.9478	 2.4504	 forward-outbox
1.9478	 2.5133	 forward-outbox
1.9478	 2.5761	 forward-outbox
1.9478	 2.6389	 forward-outbox
1.9478	 2.7018	 forward-outbox
1.9478	 2.7646	 forward-outbox
1.9478	 2.8274	 forward-outbox
1.9478	 2.8903	 forward-outbox
1.9478	 2.9531	 forward-outbox
1.9478	 3.0159	 forward-outbox
1.9478	 3.0788	 forward-outbox
2.0106	 0.0000	 backward-outbox
2.0106	 0.0628	 backward-outbox
2.0106	 0.1257	 backward-outbox
2.0106	 0.1885	 backward-outbox
2.0106	 0.2513	 backward-outbox
2.0106	 0.3142	 backward-outbox
2.0106	 0.3770	 backward-outbox
2.0106	 0.4398	 backward-outbox
2.0106	 0.5027	 backward-outbox
2.0106	 2.1991	 forward-outbox
2.0106	 2.2619	 forward-outbox
2.0106	 2.3248	 forward-outbox
2.0106	 2.3876	 forward-outbox
2.0106	 2.4504	 forward-outbox
2.0106	 2.5133	 forward-outbox
2.0106	 2.5761	 forward-outbox
2.0106	 2.6389	 forward-outbox
2.0106	 2.7018	 forward-outbox
2.0106	 2.7646	 forward-outbox
2.0106	 2.8274	 forward-outbox
2.0106	 2.8903	 forward-outbox
2.0106	 2.9531	 forward-outbox
2.0106	 3.0159	 forward-outbox
2.0106	 3.0788	 forward-outbox
2.0735	 0.0000	 backward-outbox
2.0735	 0.0628	 backward-outbox
2.0735	 0.1257	 backward-outbox
2.0735	 0.1885	 backward-outbox
2.0735	 0.2513	 backward-outbox
2.0735	 0.3142	 backward-outbox
2.0735	 0.3770	 backward-outbox
2.0735	 0.4398	 backward-outbox
2.0735	 0.5027	 backward-outbox
2.0735	 2.1991	 forward-outbox
2.0735	 2.2619	 forward-outbox
2.0735	 2.3248	 forward-outbox
2.0735	 2.3876	 forward-outbox
2.0735	 2.4504	 forward-outbox
2.0735	 2.5133	 forward-outbox
2.0735	 2.5761	 forward-outbox
2.0735	 2.6389	 forward-outbox
2.0735	 2.7018	 forward-outbox
2.0735	 2.7646	 forward-outbox
2.0735	 2.8274	 forward-outbox
2.0735	 2.8903	 forward-outbox
2.0735	 2.9531	 forward-outbox
2.0735	 3.0159	 forward-outbox
2.0735	 3.0788	 forward-outbox
2.1363	 0.0000	 backward-outbox
2.1363	 0.0628	 backward-outbox
2.1363	 0.1257	 backward-outbox
2.1363	 0.1885	 backward-outbox
2.1363	 0.2513	 backward-outbox
2.1363	 0.3142	 backward-outbox
2.1363	 0.3770	 backward-outbox
2.1363	 0.4398	 backward-outbox
2.1363	 0.5027	 backward-outbox
2.1363	 2.1991	 forward-outbox
2.1363	 2.2619	 forward-outbox
2.1363	 2.3248	 forward-outbox
2.1363	 2.3876	 forward-outbox
2.1363	 2.4504	 forward-outbox
2.1363	 2.5133	 forward-outbox
2.1363	 2.5761	 forward-outbox
2.1363	 2.6389	 forward-outbox
2.1363	 2.7018	 forward-outbox
2.1363	 2.7646	 forward-outbox
2.1363	 2.8274	 forward-outbox
2.1363	 2.8903	 forward-outbox
2.1363	 2.9531	 forward-outbox
2.1363	 3.0159	 forward-outbox
2.1363	 3.0788	 forward-outbox
2.1991	 0.0000	 backward-outbox
2.1991	 0.0628	 backward-outbox
2.1991	 0.1257	 backward-outbox
2.1991	 0.1885	 backward-outbox
2.1991	 0.2513	 backward-outbox
2.1991	 0.3142	 backward-outbox
2.1991	 0.3770	 backward-outbox
2.1991	 0.4398	 backward-outbox
2.1991	 0.5027	 backward-outbox
2.1991	 2.2619	 forward-outbox
2.1991	 2.3248	 forward-outbox
2.1991	 2.3876	 forward-outbox
2.1991	 2.4504	 forward-outbox
2.1991	 2.5133	 forward-outbox
2.1991	 2.5761	 forward-outbox
2.1991	 2.6389	 forward-outbox
2.1991	 2.7018	 forward-outbox
2.1991	 2.7646	 forward-outbox
2.1991	 2.8274	 forward-outbox
2.1991	 2.8903	 forward-outbox
2.1991	 2.9531	 forward-outbox
2.1991	 3.0159	 forward-outbox
2.1991	 3.0788	 forward-outbox
2.2619	 0.0000	 backward-outbox
2.2619	 0.0628	 backward-outbox
2.2619	 0.1257	 backward-outbox
2.2619	 0.1885	 backward-outbox
2.2619	 0.2513	 backward-outbox
2.2619	 0.3142	 backward-outbox
2.2619	 0.3770	 backward-outbox
2.2619	 0.4398	 backward-outbox
2.2619	 0.5027	 backward-outbox
2.2619	 2.2619	 forward-outbox
2.2619	 2.3248	 forward-outbox
2.2619	 2.3876	 forward-outbox
2.2619	 2.4504	 forward-outbox
2.2619	 2.5133	 forward-outbox
2.2619	 2.5761	 forward-outbox
2.2619	 2.6389	 forward-outbox
2.2619	 2.7018	 forward-outbox
2.2619	 2.7646	 forward-outbox
2.2619	 2.8274	 forward-outbox
2.2619	 2.8903	 forward-outbox
2.2619	 2.9531	 forward-outbox
2.2619	 3.0159	 forward-outbox
2.2619	 3.0788	 forward-outbox
2.3248	 0.0000	 backward-outbox
2.3248	 0.0628	 backward-outbox
2.3248	 0.1257	 backward-outbox
2.3248	 0.1885	 backward-outbox
2.3248	 0.2513	 backward-outbox
2.3248	 0.3142	 backward-outbox
2.3248	 0.3770	 backward-outbox
2.3248	 0.4398	 backward-outbox
2.3248	 0.5027	 backward-outbox
2.3248	 2.2619	 forward-outbox
2.3248	 2.3248	 forward-outbox
2.3248	 2.3876	 forward-outbox
2.3248	 2.4504	 forward-outbox
2.3248	 2.5133	 forward-outbox
2.3248	 2.5761	 forward-outbox
2.3248	 2.6389	 forward-outbox
2.3248	 2.7018	 forward-outbox
2.3248	 2.7646	 forward-outbox
2.3248	 2.8274	 forward-outbox
2.3248	 2.8903	 forward-outbox
2.3248	 2.9531	 forward-outbox
2.3248	 3.0159	 forward-outbox
2.3248	 3.0788	 forward-outbox
2.3876	 0.0000	 backward-outbox
2.3876	 0.0628	 backward-outbox
2.3876	 0.1257	 backward-outbox
2.3876	 0.1885	 backward-outbox
2.3876	 0.2513	 backward-outbox
2.3876	 0.3142	 backward-outbox
2.3876	 0.3770	 backward-outbox
2.3876	 0.4398	 backward-outbox
2.3876	 0.5027	 backward-outbox
2.3876	 2.2619	 forward-outbox
2.3876	 2.3248	 forward-outbox
2.3876	 2.3876	 forward-outbox
2.3876	 2.4504	 forward-outbox
2.3876	 2.5133	 forward-outbox
2.3876	 2.5761	 forward-outbox
2.3876	 2.6389	 forward-outbox
2.3876	 2.7018	 forward-outbox
2.3876	 2.7646	 forward-outbox
2.3876	 2.8274	 forward-outbox
2.3876	 2.8903	 forward-outbox
2.3876	 2.9531	 forward-outbox
2.3876	 3.0159	 forward-outbox
2.3876	 3.0788	 forward-outbox
2.4504	 0.0000	 backward-outbox
2.4504	 0.0628	 backward-outbox
2.4504	 0.1257	 backward-outbox
2.4504	 0.1885	 backward-outbox
2.4504	 0.2513	 backward-outbox
2.4504	 0.3142	 backward-outbox
2.4504	 0.3770	 backward-outbox
2.4504	 0.4398	 backward-outbox
2.4504	 0.5027	 backward-outbox
2.4504	 2.2619	 forward-outbox
2.4504	 2.3248	 forward-outbox
2.4504	 2.3876	 forward-outbox
2.4504	 2.4504	 forward-outbox
2.4504	 2.5133	 forward-outbox
2.4504	 2.5761	 forward-outbox
2.4504	 2.6389	 forward-outbox
2.4504	 2.7018	 forward-outbox
2.4504	 2.7646	 forward-outbox
2.4504	 2.8274	 forward-outbox
2.4504	 2.8903	 forward-outbox
2.4504	 2.9531	 forward-outbox
2.4504	 3.0159	 forward-outbox
2.4504	 3.0788	 forward-outbox
2.5133	 0.0000	 backward-outbox
2.5133	 0.0628	 backward-outbox
2.5133	 0.1257	 backward-outbox
2.5133	 0.1885	 backward-outbox
2.5133	 0.2513	 backward-outbox
2.5133	 0.3142	 backward-outbox
2.5133	 0.3770	 backward-outbox
2.5133	 0.4398	 backward-outbox
2.5133	 2.2619	 forward-outbox
2.5133	 2.3248	 forward-outbox
2.5133	 2.3876	 forward-outbox
2.5133	 2.4504	 forward-outbox
2.5133	 2.5133	 forward-outbox
2.5133	 2.5761	 forward-outbox
2.5133	 2.6389	 forward-outbox
2.5133	 2.7018	 forward-outbox
2.5133	 2.7646	 forward-outbox
2.5133	 2.8274	 forward-outbox
2.5133	 2.8903	 forward-outbox
2.5133	 2.9531	 forward-outbox
2.5133	 3.0159	 forward-outbox
2.5133	 3.0788	 forward-outbox
2.5761	 0.0000	 backward-outbox
2.5761	 0.0628	 backward-outbox
2.5761	 0.1257	 backward-outbox
2.5761	 0.1885	 backward-outbox
2.5761	 0.2513	 backward-outbox
2.5761	 0.3142	 backward-outbox
2.5761	 0.3770	 backward-outbox
2.5761	 0.4398	 backward-outbox
2.5761	 2.2619	 forward-outbox
2.5761	 2.3248	 forward-outbox
2.5761	 2.3876	 forward-outbox
2.5761	 2.4504	 forward-outbox
2.5761	 2.5133	 forward-outbox
2.5761	 2.5761	 forward-outbox
2.5761	 2.6389	 forward-outbox
2.5761	 2.7018	 forward-outbox
2.5761	 2.7646	 forward-outbox
2.5761	 2.8274	 forward-outbox
2.5761	 2.8903	 forward-outbox
2.5761	 2.9531	 forward-outbox
2.5761	 3.0159	 forward-outbox
2.5761	 3.0788	 forward-outbox
2.6389	 0.0000	 backward-outbox
2.6389	 0.0628	 backward-outbox
2.6389	 0.1257	 backward-outbox
2.6389	 0.1885	 backward-outbox
2.6389	 0.2513	 backward-outbox
2.6389	 0.3142	 backward-outbox
2.6389	 0.3770	 backward-outbox
2.6389	 0.4398	 backward-outbox
2.6389	 2.2619	 forward-outbox
2.6389	 2.3248	 forward-outbox
2.6389	 2.3876	 forward-outbox
2.6389	 2.4504	 forward-outbox
2.6389	 2.5133	 forward-outbox
2.6389	 2.5761	 forward-outbox
2.6389	 2.6389	 forward-outbox
2.6389	 2.7018	 forward-outbox
2.6389	 2.7646	 forward-outbox
2.6389	 2.8274	 forward-outbox
2.6389	 2.8903	 forward-outbox
2.6389	 2.9531	 forward-outbox
2.6389	 3.0159	 forward-outbox
2.6389	 3.0788	 forward-outbox
2.7018	 0.0000	 backward-outbox
2.7018	 0.0628	 backward-outbox
2.7018	 0.1257	 backward-outbox
2.7018	 0.1885	 backward-outbox
2.7018	 0.2513	 backward-outbox
2.7018	 0.3142	 backward-outbox
2.7018	 0.3770	 backward-outbox
2.7018	 0.4398	 backward-outbox
2.7018	 2.2619	 forward-outbox
2.7018	 2.3248	 forward-outbox
2.7018	 2.3876	 forward-outbox
2.7018	 2.4504	 forward-outbox
2.7018	 2.5133	 forward-outbox
2.7018	 2.5761	 forward-outbox
2.7018	 2.6389	 forward-outbox
2.7018	 2.7018	 forward-outbox
2.7018	 2.7646	 forward-outbox
2.7018	 2.8274	 forward-outbox
2.7018	 2.8903	 forward-outbox
2.7018	 2.9531	 forward-outbox
2.7018	 3.0159	 forward-outbox
2.7018	 3.0788	 forward-outbox
2.7646	 0.0000	 backward-outbox
2.7646	 0.0628	 backward-outbox
2.7646	 0.1257	 backward-outbox
2.7646	 0.1885	 backward-outbox
2.7646	 0.2513	 backward-outbox
2.7646	 0.3142	 backward-outbox
2.7646	 0.3770	 backward-outbox
2.7646	 0.4398	 backward-outbox
2.7646	 2.2619	 forward-outbox
2.7646	 2.3248	 forward-outbox
2.7646	 2.3876	 forward-outbox
2.7646	 2.4504	 forward-outbox
2.7646	 2.5133	 forward-outbox
2.7646	 2.5761	 forward-outbox
2.7646	 2.6389	 forward-outbox
2.7646	 2.7018	 forward-outbox
2.7646	 2.7646	 forward-outbox
2.7646	 2.8274	 forward-outbox
2.7646	 2.8903	 forward-outbox
2.7646	 2.9531	 forward-outbox
2.7646	 3.0159	 forward-outbox
2.7646	 3.0788	 forward-outbox
2.8274	 0.0000	 backward-outbox
2.8274	 0.0628	 backward-outbox
2.8274	 0.1257	 backward-outbox
2.8274	 0.1885	 backward-outbox
2.8274	 0.2513	 backward-outbox
2.8274	 0.3142	 backward-outbox
2.8274	 0.3770	 backward-outbox
2.8274	 0.4398	 backward-outbox
2.8274	 2.2619	 forward-outbox
2.8274	 2.3248	 forward-outbox
2.8274	 2.3876	 forward-outbox
2.8274	 2.4504	 forward-outbox
2.8274	 2.5133	 forward-outbox
2.8274	 2.5761	 forward-outbox
2.8274	 2.6389	 forward-outbox
2.8274	 2.7018	 forward-outbox
2.8274	 2.7646	 forward-outbox
2.8274	 2.8274	 forward-outbox
2.8274	 2.8903	 forward-outbox
2.8274	 2.9531	 forward-outbox
2.8274	 3.0159	 forward-outbox
2.8274	 3.0788	 forward-outbox
2.8903	 0.0000	 backward-outbox
2.8903	 0.0628	 backward-outbox
2.8903	 0.1257	 backward-outbox
2.8903	 0.1885	 backward-outbox
2.8903	 0.2513	 backward-outbox
2.8903	 0.3142	 backward-outbox
2.8903	 0.3770	 backward-outbox
2.8903	 0.4398	 backward-outbox
2.8903	 2.2619	 forward-outbox
2.8903	 2.3248	 forward-outbox
2.8903	 2.3876	 forward-outbox
2.8903	 2.4504	 forward-outbox
2.8903	 2.5133	 forward-outbox
2.8903	 2.5761	 forward-outbox
2.8903	 2.6389	 forward-outbox
2.8903	 2.7018	 forward-outbox
2.8903	 2.7646	 forward-outbox
2.8903	 2.8274	 forward-outbox
2.8903	 2.8903	 forward-outbox
2.8903	 2.9531	 forward-outbox
2.8903	 3.0159	 forward-outbox
2.8903	 3.0788	 forward-outbox
2.9531	 0.0000	 backward-outbox
2.9531	 0.0628	 backward-outbox
2.9531	 0.1257	 backward-outbox
2.9531	 0.1885	 backward-outbox
2.9531	 0.2513	 backward-outbox
2.9531	 0.3142	 backward-outbox
2.9531	 0.3770	 backward-outbox
2.9531	 0.4398	 backward-outbox
2.9531	 2.2619	 forward-outbox
2.9531	 2.3248	 forward-outbox
2.9531	 2.3876	 forward-outbox
2.9531	 2.4504	 forward-outbox
2.9531	 2.5133	 forward-outbox
2.9531	 2.5761	 forward-outbox
2.9531	 2.6389	 forward-outbox
2.9531	 2.7018	 forward-outbox
2.9531	 2.7646	 forward-outbox
2.9531	 2.8274	 forward-outbox
2.9531	 2.8903	 forward-outbox
2.9531	 2.9531	 forward-outbox
2.9531	 3.0159	 forward-outbox
2.9531	 3.0788	 forward-outbox
3.0159	 0.0000	 backward-outbox
3.0159	 0.0628	 backward-outbox
3.0159	 0.1257	 backward-outbox
3.0159	 0.1885	 backward-outbox
3.0159	 0.2513	 backward-outbox
3.0159	 0.3142	 backward-outbox
3.0159	 0.3770	 backward-outbox
3.0159	 0.4398	 backward-outbox
3.0159	 2.2619	 forward-outbox
3.0159	 2.3248	 forward-outbox
3.0159	 2.3876	 forward-outbox
3.0159	 2.4504	 forward-outbox
3.0159	 2.5133	 forward-outbox
3.0159	 2.5761	 forward-outbox
3.0159	 2.6389	 forward-outbox
3.0159	 2.7018	 forward-outbox
3.0159	 2.7646	 forward-outbox
3.0159	 2.8274	 forward-outbox
3.0159	 2.8903	 forward-outbox
3.0159	 2.9531	 forward-outbox
3.0159	 3.0159	 forward-outbox
3.0159	 3.0788	 forward-outbox
3.0788	 0.0000	 backward-outbox
3.0788	 0.0628	 backward-outbox
3.0788	 0.1257	 backward-outbox
3.0788	 0.1885	 backward-outbox
3.0788	 0.2513	 backward-outbox
3.0788	 0.3142	 backward-outbox
3.0788	 0.3770	 backward-outbox
3.0788	 0.4398	 backward-outbox
3.0788	 2.2619	 forward-outbox
3.0788	 2.3248	 forward-outbox
3.0788	 2.3876	 forward-outbox
3.0788	 2.4504	 forward-outbox
3.0788	 2.5133	 forward-outbox
3.0788	 2.5761	 forward-outbox
3.0788	 2.6389	 forward-outbox
3.0788	 2.7018	 forward-outbox
3.0788	 2.7646	 forward-outbox
3.0788	 2.8274	 forward-outbox
3.0788	 2.8903	 forward-outbox
3.0788	 2.9531	 forward-outbox
3.0788	 3.0159	 forward-outbox
3.0788	 3.0788	 forward-outbox
3.1416	 0.0000	 backward-outbox
3.1416	 0.0628	 backward-outbox
3.1416	 0.1257	 backward-outbox
3.1416	 0.1885	 backward-outbox
3.1416	 0.2513	 backward-outbox
3.1416	 0.3142	 backward-outbox
3.1416	 0.3770	 backward-outbox
3.1416	 0.4398	 backward-outbox
3.1416	 2.2619	 forward-outbox
3.1416	 2.3248	 forward-outbox
3.1416	 2.3876	 forward-outbox
3.1416	 2.4504	 forward-outbox
3.1416	 2.5133	 forward-outbox
3.1416	 2.5761	 forward-outbox
3.1416	 2.6389	 forward-outbox
3.1416	 2.7018	 forward-outbox
3.1416	 2.7646	 forward-outbox
3.1416	 2.8274	 forward-outbox
3.1416	 2.8903	 forward-outbox
3.1416	 2.9531	 forward-outbox
3.1416	 3.0159	 forward-outbox
3.1416	 3.0788	 forward-outbox
3.2044	 0.0000	 backward-outbox
3.2044	 0.0628	 backward-outbox
3.2044	 0.1257	 backward-outbox
3.2044	 0.1885	 backward-outbox
3.2044	 0.2513	 backward-outbox
3.2044	 0.3142	 backward-outbox
3.2044	 0.3770	 backward-outbox
3.2044	 0.4398	 backward-outbox
3.2044	 2.2619	 forward-outbox
3.2044	 2.3248	 forward-outbox
3.2044	 2.3876	 forward-outbox
3.2044	 2.4504	 forward-outbox
3.2044	 2.5133	 forward-outbox
3.2044	 2.5761	 forward-outbox
3.2044	 2.6389	 forward-outbox
3.2044	 2.7018	 forward-outbox
3.2044	 2.7646	 forward-outbox
3.2044	 2.8274	 forward-outbox
3.2044	 2.8903	 forward-outbox
3.2044	 2.9531	 forward-outbox
3.2044	 3.0159	 forward-outbox
3.2044	 3.0788	 forward-outbox
3.2673	 0.0000	 backward-outbox
3.2673	 0.0628	 backward-outbox
3.2673	 0.1257	 backward-outbox
3.2673	 0.1885	 backward-outbox
3.2673	 0.2513	 backward-outbox
3.2673	 0.3142	 backward-outbox
3.2673	 0.3770	 backward-outbox
3.2673	 0.4398	 backward-outbox
3.2673	 2.2619	 forward-outbox
3.2673	 2.3248	 forward-outbox
3.2673	 2.3876	 forward-outbox
3.2673	 2.4504	 forward-outbox
3.2673	 2.5133	 forward-outbox
3.2673	 2.5761	 forward-outbox
3.2673	 2.6389	 forward-outbox
3.2673	 2.7018	 forward-outbox
3.2673	 2.7646	 forward-outbox
3.2673	 2.8274	 forward-outbox
3.2673	 2.8903	 forward-outbox
3.2673	 2.9531	 forward-outbox
3.2673	 3.0159	 forward-outbox
3.2673	 3.0788	 forward-outbox
3.3301	 0.0000	 backward-outbox
3.3301	 0.0628	 backward-outbox
3.3301	 0.1257	 backward-outbox
3.3301	 0.1885	 backward-outbox
3.3301	 0.2513	 backward-outbox
3.3301	 0.3142	 backward-outbox
3.3301	 0.3770	 backward-outbox
3.3301	 0.4398	 backward-outbox
3.3301	 2.2619	 forward-outbox
3.3301	 2.3248	 forward-outbox
3.3301	 2.3876	 forward-outbox
3.3301	 2.4504	 forward-outbox
3.3301	 2.5133	 forward-outbox
3.3301	 2.5761	 forward-outbox
3.3301	 2.6389	 forward-outbox
3.3301	 2.7018	 forward-outbox
3.3301	 2.7646	 forward-outbox
3.3301	 2.8274	 forward-outbox
3.3301	 2.8903	 forward-outbox
3.3301	 2.9531	 forward-outbox
3.3301	 3.0159	 forward-outbox
3.3301	 3.0788	 forward-outbox
3.3929	 0.0000	 backward-outbox
3.3929	 0.0628	 backward-outbox
3.3929	 0.1257	 backward-outbox
3.3929	 0.1885	 backward-outbox
3.3929	 0.2513	 backward-outbox
3.3929	 0.3142	 backward-outbox
3.3929	 0.3770	 backward-outbox
3.3929	 0.4398	 backward-outbox
3.3929	 2.2619	 forward-outbox
3.3929	 2.3248	 forward-outbox
3.3929	 2.3876	 forward-outbox
3.3929	 2.4504	 forward-outbox
3.3929	 2.5133	 forward-outbox
3.3929	 2.5761	 forward-outbox
3.3929	 2.6389	 forward-outbox
3.3929	 2.7018	 forward-outbox
3.3929	 2.7646	 forward-outbox
3.3929	 2.8274	 forward-outbox
3.3929	 2.8903	 forward-outbox
3.3929	 2.9531	 forward-outbox
3.3929	 3.0159	 forward-outbox
3.3929	 3.0788	 forward-outbox
3.4558	 0.0000	 backward-outbox
3.4558	 0.0628	 backward-outbox
3.4558	 0.1257	 backward-outbox
3.4558	 0.1885	 backward-outbox
3.4558	 0.2513	 backward-outbox
3.4558	 0.3142	 backward-outbox
3.4558	 0.3770	 backward-outbox
3.4558	 0.4398	 backward-outbox
3.4558	 2.2619	 forward-outbox
3.4558	 2.3248	 forward-outbox
3.4558	 2.3876	 forward-outbox
3.4558	 2.4504	 forward-outbox
3.4558	 2.5133	 forward-outbox
3.4558	 2.5761	 forward-outbox
3.4558	 2.6389	 forward-outbox
3.4558	 2.7018	 forward-outbox
3.4558	 2.7646	 forward-outbox
3.4558	 2.8274	 forward-outbox
3.4558	 2.8903	 forward-outbox
3.4558	 2.9531	 forward-outbox
3.4558	 3.0159	 forward-outbox
3.4558	 3.0788	 forward-outbox
3.5186	 0.0000	 backward-outbox
3.5186	 0.0628	 backward-outbox
3.5186	 0.1257	 backward-outbox
3.5186	 0.1885	 backward-outbox
3.5186	 0.2513	 backward-outbox
3.5186	 0.3142	 backward-outbox
3.5186	 0.3770	 backward-outbox
3.5186	 0.4398	 backward-outbox
3.5186	 2.2619	 forward-outbox
3.5186	 2.3248	 forward-outbox
3.5186	 2.3876	 forward-outbox
3.5186	 2.4504	 forward-outbox
3.5186	 2.5133	 forward-outbox
3.5186	 2.5761	 forward-outbox
3.5186	 2.6389	 forward-outbox
3.5186	 2.7018	 forward-outbox
3.5186	 2.7646	 forward-outbox
3.5186	 2.8274	 forward-outbox
3.5186	 2.8903	 forward-outbox
3.5186	 2.9531	 forward-outbox
3.5186	 3.0159	 forward-outbox
3.5186	 3.0788	 forward-outbox
3.5814	 0.0000	 backward-outbox
3.5814	 0.0628	 backward-outbox
